cik10,candidate_symbols,company_name_as_filed,sector,symbol_source,ticker,started_at_utc,status,rows,first_observed_date,last_observed_date,history_file,uncompressed_sha256,compressed_sha256,error_type,error_message,completed_at_utc,first_eligible_decision,last_eligible_decision,history_overlaps_eligible_interval,issuer_period_probe_status
0001129260,VCRA,"VOCERA COMMUNICATIONS, INC.",technology,last_filing_inline_xbrl,VCRA,2026-08-13T10:06:14.670387+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:14.911965+00:00,2014-04-01 00:00:00+00:00,2023-04-01 00:00:00+00:00,False,no_free_history
0001130258,APKT,ACME PACKET INC,technology,last_filing_instance_xbrl,APKT,2026-08-13T10:04:53.774351+00:00,ok,1624,2006-10-13 00:00:00+00:00,2013-03-28 00:00:00+00:00,histories/APKT.csv.gz,679ff2165c27b6368589b60e5b30bfd37f466d920f85501abf225496c5457714,bbf7857e59bc7f8b517d21bd2bcf2541123ecce61d92c3fa0e8250b7daa2d3b7,,,2026-08-13T10:04:53.986653+00:00,2012-04-01 00:00:00+00:00,2014-04-01 00:00:00+00:00,True,history_overlaps_eligible_period
0001131554,SNCR,SYNCHRONOSS TECHNOLOGIES INC,technology,last_filing_inline_xbrl,SNCR,2026-08-13T10:06:03.377916+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:03.583812+00:00,2012-04-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,False,no_free_history
0001134203,TLEO,TALEO CORP,technology,last_filing_instance_xbrl,TLEO,2026-08-13T10:06:11.555975+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:11.767998+00:00,2012-04-01 00:00:00+00:00,2013-04-01 00:00:00+00:00,False,no_free_history
0001138639,INFN,INFINERA CORP,technology,last_filing_inline_xbrl,INFN,2026-08-13T10:05:29.576492+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:29.823549+00:00,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,False,no_free_history
0001145057,FSCT,"FORESCOUT TECHNOLOGIES, INC",technology,last_filing_inline_xbrl,FSCT,2026-08-13T10:05:22.025075+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:22.228452+00:00,2019-04-01 00:00:00+00:00,2021-10-01 00:00:00+00:00,False,no_free_history
0001160951,DCT,"DUCK CREEK TECHNOLOGIES, INC.",technology,last_filing_inline_xbrl,DCT,2026-08-13T10:05:12.657293+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:12.871286+00:00,2022-01-01 00:00:00+00:00,2024-04-01 00:00:00+00:00,False,no_free_history
0001160958,IPHI,INPHI CORP,technology,last_filing_inline_xbrl,IPHI,2026-08-13T10:05:31.263751+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:31.580460+00:00,2012-04-01 00:00:00+00:00,2022-04-01 00:00:00+00:00,False,no_free_history
0001163932,ACTV,ACTIVE NETWORK INC,technology,last_filing_instance_xbrl,ACTV,2026-08-13T10:04:51.173749+00:00,ok,5,2025-10-27 00:00:00+00:00,2025-10-31 00:00:00+00:00,histories/ACTV.csv.gz,2d7875c5578fba1353ccd68fa8a9c3d84acec51368305a2d483c57aabbb9c292,61c9c9b2d1c22fa910bb8b0659363ac3fe1bf13216e6a28572634c992a3dea9a,,,2026-08-13T10:04:51.319350+00:00,2013-04-01 00:00:00+00:00,2015-01-01 00:00:00+00:00,False,history_outside_eligible_period_possible_ticker_reuse
0001166388,VRNT,VERINT SYSTEMS INC,technology,last_filing_inline_xbrl,VRNT,2026-08-13T10:06:15.645275+00:00,ok,1,2025-11-25 00:00:00+00:00,2025-11-25 00:00:00+00:00,histories/VRNT.csv.gz,5f39d362d9fa35a25f65b302589c55f204210ad59eb3199ea3aa465080f8c075,c342f3b9c602a499109d6dca62bc3dc8af016ce258b8a9f8fb39f4ead1a5bf32,,,2026-08-13T10:06:15.791471+00:00,2012-07-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,True,history_overlaps_eligible_period
0001167294,MERU,MERU NETWORKS INC,technology,last_filing_instance_xbrl,MERU,2026-08-13T10:05:38.347047+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:38.530539+00:00,2012-04-01 00:00:00+00:00,2016-07-01 00:00:00+00:00,False,no_free_history
0001169445,TBRG,"TRUBRIDGE, INC.",technology,last_filing_inline_xbrl,TBRG,2026-08-13T10:06:10.717648+00:00,ok,3,2026-07-09 00:00:00+00:00,2026-07-13 00:00:00+00:00,histories/TBRG.csv.gz,20c7be7f80c187b8de50b061da52fc009e5c85e2d5001d3ad63bc22e94044f7a,bed0e83b6b87a777220e16988bd19f954d3e70236bca2a57479c1cb7a4f4659f,,,2026-08-13T10:06:10.906041+00:00,2012-04-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,True,history_overlaps_eligible_period
0001169652,ECOM,CHANNELADVISOR CORP,technology,last_filing_inline_xbrl,ECOM,2026-08-13T10:05:14.752808+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:14.953084+00:00,2015-04-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,False,no_free_history
0001169987,HTGM,"HTG MOLECULAR DIAGNOSTICS, INC",technology,last_filing_instance_xbrl,HTGM,2026-08-13T10:05:27.063612+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:27.352187+00:00,2019-04-01 00:00:00+00:00,2021-01-01 00:00:00+00:00,False,no_free_history
0001170534,MITL,MITEL NETWORKS CORP,technology,last_filing_instance_xbrl,MITL,2026-08-13T10:05:39.263376+00:00,ok,2173,2010-04-22 00:00:00+00:00,2018-12-07 00:00:00+00:00,histories/MITL.csv.gz,d6efc53e00850baa2d6bb61acb58464d94817fcd5d7a64a30e5218b3b8af8252,4e5cb8cf506e2de72534bdf20e2e53778cc3b0516f3c80d2fcf6bd4e1224ec25,,,2026-08-13T10:05:39.548355+00:00,2012-04-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,True,history_overlaps_eligible_period
0001173752,ARUN,"ARUBA NETWORKS, INC.",technology,last_filing_instance_xbrl,ARUN,2026-08-13T10:04:55.661694+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:04:55.886754+00:00,2012-04-01 00:00:00+00:00,2016-04-01 00:00:00+00:00,False,no_free_history
0001175609,CAVM,"CAVIUM, INC.",technology,last_filing_instance_xbrl,CAVM,2026-08-13T10:05:03.141865+00:00,ok,2816,2007-05-02 00:00:00+00:00,2018-07-06 00:00:00+00:00,histories/CAVM.csv.gz,a6e443a148ea74bddb752437d24a4deb2d5fed0bbcd828fd4899ea355167591c,438a0b55c7e596ba54ebaeba5965ddbe33a34b76611a4f433d57a12e1d41ee58,,,2026-08-13T10:05:03.375831+00:00,2012-04-01 00:00:00+00:00,2019-07-01 00:00:00+00:00,True,history_overlaps_eligible_period
0001180079,SSNI,SILVER SPRING NETWORKS INC,technology,last_filing_instance_xbrl,SSNI,2026-08-13T10:06:06.778704+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:07.054519+00:00,2015-04-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,False,no_free_history
0001201663,ADNC,AUDIENCE INC,technology,last_filing_instance_xbrl,ADNC,2026-08-13T10:04:51.319368+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:04:51.449815+00:00,2014-04-01 00:00:00+00:00,2016-07-01 00:00:00+00:00,False,no_free_history
0001207074,VRTU,VIRTUSA CORP,technology,last_filing_inline_xbrl,VRTU,2026-08-13T10:06:15.791486+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:16.027422+00:00,2012-04-01 00:00:00+00:00,2022-04-01 00:00:00+00:00,False,no_free_history
0001210618,SPI,"SPI ENERGY CO., LTD.",technology,last_filing_inline_xbrl,SPI,2026-08-13T10:06:04.733025+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:05.008582+00:00,2022-07-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,False,no_free_history
0001211759,CNXR,CONNECTURE INC,technology,last_filing_instance_xbrl,CNXR,2026-08-13T10:05:06.886618+00:00,ok,848,2014-12-12 00:00:00+00:00,2018-04-27 00:00:00+00:00,histories/CNXR.csv.gz,76368d8a516fe033016842a37259cc3cf12c6b0cff273b59d05128a197bfad78,2c04ebec205bcb20cc11ccc8bea2c0d6e1b9d06990c94692c5ec76184faab8bf,,,2026-08-13T10:05:07.096052+00:00,2016-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,True,history_overlaps_eligible_period
0001212458,PFPT,PROOFPOINT INC,technology,last_filing_inline_xbrl,PFPT,2026-08-13T10:05:50.931572+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:51.136927+00:00,2014-04-01 00:00:00+00:00,2022-10-01 00:00:00+00:00,False,no_free_history
0001224370,MSPD,"MINDSPEED TECHNOLOGIES, INC",technology,last_filing_instance_xbrl,MSPD,2026-08-13T10:05:44.110347+00:00,ok,2644,2003-06-23 00:00:00+00:00,2013-12-19 00:00:00+00:00,histories/MSPD.csv.gz,a65e3392aadd8953d4081e8b9443b7990430fa5ad75c22ce0ca3483d20e0a8c2,d5e4e27a0fe60457cd71b11cf7404c1c4087faaac4061191fea778633943a1e7,,,2026-08-13T10:05:44.353165+00:00,2012-04-01 00:00:00+00:00,2015-01-01 00:00:00+00:00,True,history_overlaps_eligible_period
0001227025,NPTN,NEOPHOTONICS CORP,technology,last_filing_inline_xbrl,NPTN,2026-08-13T10:05:47.470108+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:47.715769+00:00,2013-04-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,False,no_free_history
0001227930,ENTR,ENTROPIC COMMUNICATIONS INC,technology,last_filing_instance_xbrl,ENTR,2026-08-13T10:05:17.042081+00:00,ok,2179,2017-11-07 00:00:00+00:00,2026-07-17 00:00:00+00:00,histories/ENTR.csv.gz,94d3ec00f3e6e3f1a8ccec35fcf884945368d1358c10b89e07ff90889372b617,1365f8e1e478717a710630cd9c1cbb07fc37d844ca7223b1a5019c291ee9c9d1,,,2026-08-13T10:05:17.299112+00:00,2012-04-01 00:00:00+00:00,2016-04-01 00:00:00+00:00,False,history_outside_eligible_period_possible_ticker_reuse
0001237746,EIGI,"ENDURANCE INTERNATIONAL GROUP HOLDINGS, INC.",technology,last_filing_inline_xbrl,EIGI,2026-08-13T10:05:15.861175+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:16.062113+00:00,2015-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,False,no_free_history
0001244937,ENOC,ENERNOC INC,technology,last_filing_instance_xbrl,ENOC,2026-08-13T10:05:16.906072+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:17.042061+00:00,2012-04-01 00:00:00+00:00,2018-10-01 00:00:00+00:00,False,no_free_history
0001254419,MDAS,MEDASSETS INC,technology,last_filing_instance_xbrl,MDAS,2026-08-13T10:05:36.969186+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:37.162810+00:00,2012-04-01 00:00:00+00:00,2017-01-01 00:00:00+00:00,False,no_free_history
0001261694,TSRA,TESSERA TECHNOLOGIES INC,technology,last_filing_instance_xbrl,TSRA,2026-08-13T10:06:12.947551+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:13.079612+00:00,2012-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,False,no_free_history
0001271024,LNKD,LINKEDIN CORP,technology,last_filing_instance_xbrl,LNKD,2026-08-13T10:05:34.723283+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:34.863496+00:00,2013-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,False,no_free_history
0001286225,RP,"REALPAGE, INC.",technology,last_filing_inline_xbrl,RP,2026-08-13T10:05:58.551098+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:58.795022+00:00,2012-04-01 00:00:00+00:00,2022-04-01 00:00:00+00:00,False,no_free_history
0001294924,INVN,INVENSENSE INC,technology,last_filing_instance_xbrl,INVN,2026-08-13T10:05:30.644565+00:00,ok,399,2025-01-07 00:00:00+00:00,2026-08-12 00:00:00+00:00,histories/INVN.csv.gz,50c6a250938d442cf717a8d3c84401b3d200f8cf201b1eba6589bc68cd94fa83,67c1ec57f52ab6f90cf5c774f4aa72f9111db6aec03cbad4c507374ff26b3ff3,,,2026-08-13T10:05:30.809251+00:00,2013-04-01 00:00:00+00:00,2018-04-01 00:00:00+00:00,False,history_outside_eligible_period_possible_ticker_reuse
0001301031,DWRE,DEMANDWARE INC,technology,last_filing_instance_xbrl,DWRE,2026-08-13T10:05:13.713343+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:13.850224+00:00,2014-04-01 00:00:00+00:00,2017-07-01 00:00:00+00:00,False,no_free_history
0001301843,QSPW,QUANTUM SOLAR POWER CORP.,technology,last_filing_instance_xbrl,QSPW,2026-08-13T10:05:56.097728+00:00,ok,4719,2007-11-06 00:00:00+00:00,2026-08-12 00:00:00+00:00,histories/QSPW.csv.gz,cadbae5edc29fedff740885d0773a6ef5405d83ba8af457e88773a70c3f1988f,c24f04d60c997d51819cdabb9aad664431ceeb2d0a7b8e546c4280017d68cbd8,,,2026-08-13T10:05:56.360236+00:00,2012-04-01 00:00:00+00:00,2013-07-01 00:00:00+00:00,True,history_overlaps_eligible_period
0001303652,DATA,TABLEAU SOFTWARE INC,technology,last_filing_inline_xbrl,DATA,2026-08-13T10:05:12.207630+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:12.406848+00:00,2015-04-01 00:00:00+00:00,2020-10-01 00:00:00+00:00,False,no_free_history
0001305294,QLIK,QLIK TECHNOLOGIES INC,technology,last_filing_instance_xbrl,QLIK,2026-08-13T10:05:55.515807+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:55.650472+00:00,2012-04-01 00:00:00+00:00,2017-10-01 00:00:00+00:00,False,no_free_history
0001312073,PAY,"VERIFONE SYSTEMS, INC.",technology,last_filing_instance_xbrl,PAY,2026-08-13T10:05:49.884711+00:00,ok,1309,2021-05-26 00:00:00+00:00,2026-08-12 00:00:00+00:00,histories/PAY.csv.gz,3c36a677907bdce52960a4095aad9de7df3eb27a243fd1b1e09114e36e2700f2,6f6e2f347f47983c4b8129ef2af4b1adb0433fdecfa64654c2bc933b955d3e78,,,2026-08-13T10:05:50.072765+00:00,2012-04-01 00:00:00+00:00,2019-07-01 00:00:00+00:00,False,history_outside_eligible_period_possible_ticker_reuse
0001313275,BCOV,BRIGHTCOVE INC,technology,last_filing_inline_xbrl,BCOV,2026-08-13T10:05:00.639232+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:00.834560+00:00,2014-04-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,False,no_free_history
0001316016,AQ,AQUANTIA CORP,technology,last_filing_instance_xbrl,AQ,2026-08-13T10:04:54.199605+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:04:54.396411+00:00,2019-04-01 00:00:00+00:00,2020-10-01 00:00:00+00:00,False,no_free_history
0001322554,XTLY,XACTLY CORP,technology,last_filing_instance_xbrl,XTLY,2026-08-13T10:06:21.306164+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:21.435126+00:00,2017-01-01 00:00:00+00:00,2018-07-01 00:00:00+00:00,False,no_free_history
0001324772,APIC,APIGEE CORP,technology,last_filing_instance_xbrl,APIC,2026-08-13T10:04:53.550581+00:00,ok,1539,2014-06-30 00:00:00+00:00,2022-03-02 00:00:00+00:00,histories/APIC.csv.gz,cf65d9cc238b55b4af13ef22751b6e0e15c51232ec1b8915357d7b1e699fd289,a1e99a855f64f73b2e787a5ebad6ae7e6dcc8cf4baf18e9d0e05ffc6e69e0b0c,,,2026-08-13T10:04:53.774344+00:00,2017-01-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,True,history_overlaps_eligible_period
0001327318,TRUE,"TRUECAR, INC.",technology,last_filing_inline_xbrl,TRUE,2026-08-13T10:06:12.687362+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:12.947541+00:00,2016-04-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,False,no_free_history
0001328015,IMPR,IMPRIVATA INC,technology,last_filing_instance_xbrl,IMPR,2026-08-13T10:05:28.382574+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:28.515087+00:00,2016-04-01 00:00:00+00:00,2017-10-01 00:00:00+00:00,False,no_free_history
0001330421,BV,BAZAARVOICE INC,technology,last_filing_instance_xbrl,BV,2026-08-13T10:05:02.253389+00:00,ok,2040,2018-06-28 00:00:00+00:00,2026-08-12 00:00:00+00:00,histories/BV.csv.gz,fe20b331ad0ae0859f8f8e817e465ad482f6195ab3e0163a2d1846157f4bad3b,9ce3acedb791f26ee6875fb1d551bb776513930bb907ef24580c730b76eda4fa,,,2026-08-13T10:05:02.455474+00:00,2013-10-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,True,history_overlaps_eligible_period
0001333835,CASA,CASA SYSTEMS INC,technology,last_filing_inline_xbrl,CASA,2026-08-13T10:05:02.850145+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:03.141840+00:00,2019-04-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,False,no_free_history
0001334478,NCIT,"NCI, INC.",technology,last_filing_instance_xbrl,NCIT,2026-08-13T10:05:46.140839+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:46.274462+00:00,2012-04-01 00:00:00+00:00,2018-10-01 00:00:00+00:00,False,no_free_history
0001340127,CARB,CARBONITE INC,technology,last_filing_inline_xbrl,CARB,2026-08-13T10:05:02.650716+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:02.850112+00:00,2013-01-01 00:00:00+00:00,2021-01-01 00:00:00+00:00,False,no_free_history
0001348036,AVLR,"AVALARA, INC.",technology,last_filing_inline_xbrl,AVLR,2026-08-13T10:04:57.980623+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:04:58.183944+00:00,2020-04-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,False,no_free_history
0001348334,CUDA,BARRACUDA NETWORKS INC,technology,last_filing_instance_xbrl,CUDA,2026-08-13T10:05:10.451341+00:00,ok,2028,2013-11-06 00:00:00+00:00,2022-01-27 00:00:00+00:00,histories/CUDA.csv.gz,cffcb99c7ea3b631996883a801efd2543ca69ced68e8731f4bffef11a58bb6f9,f64ba5e1a5633b4e62c1e870b62f157c26599967f56d22980001d8de7a7dfab6,,,2026-08-13T10:05:10.648578+00:00,2015-07-01 00:00:00+00:00,2019-04-01 00:00:00+00:00,True,history_overlaps_eligible_period
0001349454,TRLA,"TRULIA, INC.",technology,last_filing_instance_xbrl,TRLA,2026-08-13T10:06:12.555994+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:12.687323+00:00,2014-04-01 00:00:00+00:00,2016-04-01 00:00:00+00:00,False,no_free_history
0001350684,CNIT,"CHINA INFORMATION TECHNOLOGY, INC.",technology,last_filing_instance_xbrl,CNIT,2026-08-13T10:05:06.754571+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:06.886596+00:00,2012-04-01 00:00:00+00:00,2013-10-01 00:00:00+00:00,False,no_free_history
0001351285,RST,ROSETTA STONE INC,technology,last_filing_inline_xbrl,RST,2026-08-13T10:05:58.795043+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:59.046322+00:00,2012-04-01 00:00:00+00:00,2021-10-01 00:00:00+00:00,False,no_free_history
0001353283,SPLK,SPLUNK INC,technology,last_filing_inline_xbrl,SPLK,2026-08-13T10:06:05.008615+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:05.213615+00:00,2014-07-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,False,no_free_history
0001355128,OCZ,OCZ TECHNOLOGY GROUP INC,technology,last_filing_instance_xbrl,OCZ,2026-08-13T10:05:48.607178+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:48.815745+00:00,2012-10-01 00:00:00+00:00,2015-01-01 00:00:00+00:00,False,no_free_history
0001355754,INST,INSTRUCTURE INC,technology,last_filing_inline_xbrl,INST,2026-08-13T10:05:30.414425+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:30.644536+00:00,2017-04-01 00:00:00+00:00,2021-04-01 00:00:00+00:00,False,no_free_history
0001356104,MLNX,"MELLANOX TECHNOLOGIES, LTD.",technology,last_filing_inline_xbrl,MLNX,2026-08-13T10:05:40.516765+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:40.713726+00:00,2012-04-01 00:00:00+00:00,2021-04-01 00:00:00+00:00,False,no_free_history
0001357326,RVBD,"RIVERBED TECHNOLOGY, INC.",technology,last_filing_instance_xbrl,RVBD,2026-08-13T10:05:59.328205+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:59.457752+00:00,2012-04-01 00:00:00+00:00,2016-04-01 00:00:00+00:00,False,no_free_history
0001358483,EVDY,"EVERYDAY HEALTH, INC.",technology,last_filing_instance_xbrl,EVDY,2026-08-13T10:05:19.560203+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:19.695565+00:00,2016-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,False,no_free_history
0001364962,IMPV,IMPERVA INC,technology,last_filing_instance_xbrl,IMPV,2026-08-13T10:05:28.515108+00:00,ok,1803,2011-11-09 00:00:00+00:00,2019-01-11 00:00:00+00:00,histories/IMPV.csv.gz,5f1ca0fa5bc25d0d24d81008278185b1d2ea13c71c8bf263e06253d810e995ee,2e1aab2b6814aa072cbfcce994093fca5af6e6713a6e0bdad804783fad2ee280,,,2026-08-13T10:05:28.725623+00:00,2013-04-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,True,history_overlaps_eligible_period
0001366246,GLUU,GLU MOBILE INC,technology,last_filing_inline_xbrl,GLUU,2026-08-13T10:05:24.111730+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:24.356523+00:00,2012-04-01 00:00:00+00:00,2022-04-01 00:00:00+00:00,False,no_free_history
0001366561,SMAR,SMARTSHEET INC,technology,last_filing_inline_xbrl,SMAR,2026-08-13T10:06:02.885498+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:03.079558+00:00,2020-07-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,False,no_free_history
0001366684,AWAY,HOMEAWAY INC,technology,last_filing_instance_xbrl,AWAY,2026-08-13T10:04:58.650478+00:00,ok,1631,2020-02-13 00:00:00+00:00,2026-08-12 00:00:00+00:00,histories/AWAY.csv.gz,11469d114332a67ddd50366ed4c1b1c4eddcca781595f64c6f4cd0e66ffc7b57,0db816e38056d5baa7bcc2d981318836b7d7655426012c022f11256a4adbedce,,,2026-08-13T10:04:58.930721+00:00,2013-04-01 00:00:00+00:00,2017-01-01 00:00:00+00:00,False,history_outside_eligible_period_possible_ticker_reuse
0001370880,MNDT,"MANDIANT, INC.",technology,last_filing_inline_xbrl,MNDT,2026-08-13T10:05:40.971825+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:41.176188+00:00,2015-04-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,False,no_free_history
0001383729,FIO,"FUSION-IO, INC.",technology,last_filing_instance_xbrl,FIO,2026-08-13T10:05:20.979168+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:21.114110+00:00,2012-10-01 00:00:00+00:00,2015-07-01 00:00:00+00:00,False,no_free_history
0001383871,LOCK,"LIFELOCK, INC.",technology,last_filing_instance_xbrl,LOCK,2026-08-13T10:05:34.863519+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:35.069772+00:00,2014-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,False,no_free_history
0001385292,TYPE,MONOTYPE IMAGING HOLDINGS INC.,technology,last_filing_inline_xbrl,TYPE,2026-08-13T10:06:14.221099+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:14.453568+00:00,2012-04-01 00:00:00+00:00,2020-10-01 00:00:00+00:00,False,no_free_history
0001385867,COUP,COUPA SOFTWARE INC,technology,last_filing_inline_xbrl,COUP,2026-08-13T10:05:07.280779+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:07.493208+00:00,2018-04-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,False,no_free_history
0001389002,MRIN,MARIN SOFTWARE INC,technology,last_filing_instance_xbrl,MRIN,2026-08-13T10:05:42.997686+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:43.199380+00:00,2015-04-01 00:00:00+00:00,2018-04-01 00:00:00+00:00,False,no_free_history
0001392522,FSL,"FREESCALE SEMICONDUCTOR, LTD.",technology,last_filing_instance_xbrl,FSL,2026-08-13T10:05:22.228474+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:22.360968+00:00,2013-04-01 00:00:00+00:00,2017-01-01 00:00:00+00:00,False,no_free_history
0001392972,PRO,"PROS HOLDINGS, INC.",technology,last_filing_inline_xbrl,PRO,2026-08-13T10:05:52.760759+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:53.034525+00:00,2012-04-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,False,no_free_history
0001395848,IOTS,ADESTO TECHNOLOGIES CORP,technology,last_filing_instance_xbrl,IOTS,2026-08-13T10:05:31.066993+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:31.263729+00:00,2018-04-01 00:00:00+00:00,2021-07-01 00:00:00+00:00,False,no_free_history
0001401680,CSOD,CORNERSTONE ONDEMAND INC,technology,last_filing_inline_xbrl,CSOD,2026-08-13T10:05:08.993728+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:09.374736+00:00,2013-04-01 00:00:00+00:00,2022-10-01 00:00:00+00:00,False,no_free_history
0001407190,VMEM,VIOLIN MEMORY INC,technology,last_filing_instance_xbrl,VMEM,2026-08-13T10:06:15.042832+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:15.180534+00:00,2015-07-01 00:00:00+00:00,2017-07-01 00:00:00+00:00,False,no_free_history
0001408278,SYNC,"SYNACOR, INC.",technology,last_filing_inline_xbrl,SYNC,2026-08-13T10:06:09.852752+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:10.042775+00:00,2018-04-01 00:00:00+00:00,2021-01-01 00:00:00+00:00,False,no_free_history
0001410172,RBCN,"RUBICON TECHNOLOGY, INC.",technology,last_filing_instance_xbrl,RBCN,2026-08-13T10:05:56.360314+00:00,ok,4712,2007-11-16 00:00:00+00:00,2026-08-12 00:00:00+00:00,histories/RBCN.csv.gz,23f4c1bf91a94dc3c5a92d99daa6328ed51ef782ec927e11b5892cbf2b58a186,0611e358de88dfa0c11da8b8da65c29c425967e1cd5a392b197bc3192f4a7615,,,2026-08-13T10:05:56.658620+00:00,2012-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,True,history_overlaps_eligible_period
0001412043,OPWR,"OPOWER, INC.",technology,last_filing_instance_xbrl,OPWR,2026-08-13T10:05:49.287330+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:49.420081+00:00,2016-04-01 00:00:00+00:00,2017-07-01 00:00:00+00:00,False,no_free_history
