cik10,company_name_as_filed,sector,last_eligible_accession,last_eligible_available_at,recovered_symbols,recovery_status,primary_document,source_sha256
0001165231,"PROCERA NETWORKS, INC.",technology,0001140361-15-017497,2015-05-06 00:00:00+00:00,,no_explicit_symbol_tag,form10q.htm,9015102e826b5d12e28837655ac7f70dabf1fdfab16f73f28c19efe047fe1926
0001167294,MERU NETWORKS INC,technology,0001193125-15-177218,2015-05-08 00:00:00+00:00,,no_explicit_symbol_tag,d900456d10q.htm,48e87df10996a16d66af9f35771d1c11280a9a43c72ae768858a6c6fcdb2ec3f
0001168195,SOURCEFIRE INC,technology,0001168195-13-000015,2013-08-03 00:00:00+00:00,,no_explicit_symbol_tag,fire630201310q.htm,a17d92f41a89d703e3ea2e2fda138e57df164e7dee33a33b13e5cf2fee7e11ec
0001169987,"HTG MOLECULAR DIAGNOSTICS, INC",technology,0001564590-19-042942,2019-11-13 00:00:00+00:00,,no_explicit_symbol_tag,htgm-10q_20190930.htm,d200ea9b047957bafbea61b6647af3cd830db036a2993f61ef52569634066d65
0001170534,MITEL NETWORKS CORP,technology,0001193125-18-306391,2018-10-25 00:00:00+00:00,,no_explicit_symbol_tag,d631612d10q.htm,fd4bbad3f9acae315083234384ddf4f8c5bb39bf961bac747243f06c8478092f
0001171012,UNI-PIXEL,technology,0001185185-15-002725,2015-11-03 00:00:00+00:00,,no_explicit_symbol_tag,unipixel10q093015.htm,58c9ebd28ef47d8d71068a667182df9311968f8fa83d2572f5f62bc5dae779df
0001173752,"ARUBA NETWORKS, INC.",technology,0001628280-15-001657,2015-03-11 00:00:00+00:00,,no_explicit_symbol_tag,arun-20150131x10q.htm,83185c3dc2a1aed9003675fb7abdcdb73322cd545a46c0692dac55059f1b1560
0001175609,"CAVIUM, INC.",technology,0001564590-18-010304,2018-05-03 00:00:00+00:00,,no_explicit_symbol_tag,cavm-10q_20180331.htm,2306176451c9ae1d309bb2ce11c6d681b69c20c7805fe469cca9e89888614de3
0001180079,SILVER SPRING NETWORKS INC,technology,0001564590-17-023250,2017-11-10 00:00:00+00:00,,no_explicit_symbol_tag,ssni-10q_20170930.htm,6edaf19f525c97640ffb43ef91b6173002b1e43a4efea0e4bc243b52eb0da8e6
0001182325,TANGOE INC,technology,0001104659-15-077269,2015-11-10 00:00:00+00:00,,no_explicit_symbol_tag,a15-17993_110q.htm,05aba56a86fb42fc2b6fe45e35b199e3d34d52f243e699da033f70c0bda25935
0001201663,AUDIENCE INC,technology,0001193125-15-182154,2015-05-12 00:00:00+00:00,,no_explicit_symbol_tag,d899397d10q.htm,e8fb5edc8a02b4196b7390576b1a5d9aab0ba7c812d889953106c4831771834f
0001211759,CONNECTURE INC,technology,0001564590-16-028716,2016-11-10 00:00:00+00:00,,no_explicit_symbol_tag,cnxr-10q_20160930.htm,c1bde7891e71121f604e4c359a90d3d8bf00f2b1d0447174137028ccb855e8eb
0001223862,INFOBLOX INC,technology,0001223862-16-000086,2016-06-03 00:00:00+00:00,,no_explicit_symbol_tag,form10-qxq3x16.htm,bcc7deb399faae33653219298a2d12a2eeb20cfb17fc9345203532631b12d888
0001224370,"MINDSPEED TECHNOLOGIES, INC",technology,0001193125-13-473608,2013-12-17 00:00:00+00:00,,no_explicit_symbol_tag,d608899d10k.htm,0121cccd3000845b22820481b33152f3fce9bb59d1d7abe3e3fb91f45db8d014
0001226308,"DTS, INC.",technology,0001047469-14-002677,2014-03-21 00:00:00+00:00,,no_explicit_symbol_tag,a2218752z10-k.htm,306e905f49e9293bd7c79f7c9b09152f7b4cdb094718099ef895c85be0da6aa9
0001227930,ENTROPIC COMMUNICATIONS INC,technology,0001227930-15-000006,2015-02-25 00:00:00+00:00,,no_explicit_symbol_tag,entr2014123110-k.htm,e2741cae475dd525a8db4c416a4f63a10b5bbd92f36d3257d6983c50fbdd3185
0001244937,ENERNOC INC,technology,0001244937-17-000101,2017-08-10 00:00:00+00:00,,no_explicit_symbol_tag,q22017enoc.htm,4df7d063187438e3bf675d9db53df64bd0cda0a3a11e5c3dc5f0a1eda9a748d3
0001254419,MEDASSETS INC,technology,0001193125-15-370375,2015-11-07 00:00:00+00:00,,no_explicit_symbol_tag,d90494d10q.htm,fc1a5d0d4753c296d60a4a1d6b77c261b7e80898a4fd0cc8bc46cde5e8c2f676
0001259515,CONTROL4 CORP,technology,0001558370-19-004875,2019-05-11 00:00:00+00:00,,no_explicit_symbol_tag,ctrl-20190331x10q.htm,d8ce4568ce2d98a0787e08d463e2fed1e236bffbaf9918915bb2eda9643a22b6
0001261694,TESSERA TECHNOLOGIES INC,technology,0001628280-16-020555,2016-11-02 00:00:00+00:00,,no_explicit_symbol_tag,tsra-2016930x10xq.htm,e7fd7ede36627b14dc0eb2ef6463c30f0cad2c0148325aff28751e204e1f7c47
0001271024,LINKEDIN CORP,technology,0001271024-16-000059,2016-10-28 00:00:00+00:00,,no_explicit_symbol_tag,a20160930-10qdocument.htm,4388242181d4bc0febb20cc6d19704de1c63a378e299ce68027bc48447672810
0001288776,GOOGLE INC.,technology,0001288776-15-000046,2015-10-30 00:00:00+00:00,,no_explicit_symbol_tag,goog10-qq32015.htm,b4ed5d299ac5668047956ff4760dfe74d58cbbc4e6be4d6bc75d417bb35a6c10
0001294016,RUCKUS WIRELESS INC,technology,0001294016-16-000076,2016-05-04 00:00:00+00:00,,no_explicit_symbol_tag,q1201610-q.htm,b68e0de1e70065aa43290ecf03eb74e2851930c7fdc1f8986284ab739d29a90e
0001294924,INVENSENSE INC,technology,0001193125-17-028356,2017-02-03 00:00:00+00:00,,no_explicit_symbol_tag,d329316d10q.htm,584cb3051a10355d4f98944d23cb9442bc0f4423d5dc96cb4826c2e1ab30cdca
0001301031,DEMANDWARE INC,technology,0001564590-16-016802,2016-04-29 00:00:00+00:00,,no_explicit_symbol_tag,dwre-10q_20160331.htm,71b1ac0b3f9e8836dc45cac775d7d9f17ded3e13c114dcbd34bbf167ef97df48
0001301843,QUANTUM SOLAR POWER CORP.,technology,0001062993-12-001771,2012-05-16 00:00:00+00:00,,no_explicit_symbol_tag,form10q.htm,81947ff38fcc61d2392039f35b2b39267913e41c93eb0b5745b3909824a8af80
0001305294,QLIK TECHNOLOGIES INC,technology,0001193125-16-662243,2016-07-29 00:00:00+00:00,,no_explicit_symbol_tag,d189835d10q.htm,77f10af5624db0404485bf370d7374be088c59c1088d71397509073fb991bc9f
0001311241,INTERMOLECULAR INC,technology,0001311241-15-000052,2015-11-07 00:00:00+00:00,,no_explicit_symbol_tag,imi-20150930x10q.htm,ecec77005ace0868f18a8d93d4a5abebefcf91d1e31328f091f411399c0767f8
0001312073,"VERIFONE SYSTEMS, INC.",technology,0001312073-18-000024,2018-06-09 00:00:00+00:00,,no_explicit_symbol_tag,pay10q4302018.htm,f33deab9a2a99c3416d7aa9f956b3201683757677bc7d805ab6b20c7463de12c
0001313911,RALLY SOFTWARE DEVELOPMENT CORP,technology,0001104659-15-043465,2015-06-05 00:00:00+00:00,,no_explicit_symbol_tag,a15-8707_110q.htm,87e3d9cef826da0c997d7b11663c38294b3dad40278557541c360dafadabe019
0001314223,"AMBER ROAD, INC.",technology,0001314223-19-000009,2019-05-11 00:00:00+00:00,,no_explicit_symbol_tag,ambr-20190331.htm,32542c335db612261c34446fc9137e34cbf1cd770f40deb8cb6c4ffb91467d0c
0001316016,AQUANTIA CORP,technology,0001564590-19-030844,2019-08-09 00:00:00+00:00,,no_explicit_symbol_tag,aq-10q_20190630.htm,53f80c3a0d1fcc2474c2a7d6ab1db9b4982ab2208fb272b722994974ef35d382
0001316360,IHS INC.,technology,0001316360-16-000147,2016-06-29 00:00:00+00:00,,no_explicit_symbol_tag,q21610q.htm,6b78f17933d3b6bd4f3d4c1194f6e1e84e38df99b00796aeac6c569bfcd39ea0
0001316625,SILICON GRAPHICS INTERNATIONAL CORP,technology,0001316625-16-000029,2016-04-30 00:00:00+00:00,,no_explicit_symbol_tag,a10q2016q3.htm,93e8079c554daa71659c144ca97c5b4c1ac6d2bb110b43f77a2b0552849ccf9a
0001322554,XACTLY CORP,technology,0001564590-17-012321,2017-06-09 00:00:00+00:00,,no_explicit_symbol_tag,xtly-10q_20170430.htm,f107ca9b7ef6881cbfe01ce353059a26901293fc3a1785460563ed265bf1b48e
0001322705,SPANSION INC.,technology,0001437749-15-002287,2015-02-12 00:00:00+00:00,,no_explicit_symbol_tag,code20141231_10k.htm,efd94e174524f3210c1ec34828d3ac4559b8f7a89a952259cf89586447b20ae2
0001324245,"SOLERA HOLDINGS, INC",technology,0001324245-16-000077,2016-01-30 00:00:00+00:00,,no_explicit_symbol_tag,slh2015123110q.htm,b706d0dd173853bdfb92d4f1342e8ce1bc3fd048ad4ecacae1e20d7ae53bce82
0001324772,APIGEE CORP,technology,0001628280-16-019998,2016-10-08 00:00:00+00:00,,no_explicit_symbol_tag,apic201610-k.htm,db8bcd6f25317f96466736fc0d32b71b07576ef4dcb07cc0b2fbc7b648ace536
0001327471,REALD INC.,technology,0001628280-16-010641,2016-02-03 00:00:00+00:00,,no_explicit_symbol_tag,rld-12312015x10q.htm,48694a923963da42ca4ddb9c846314febd262cc49a4a84da8afc1887488c186b
0001328015,IMPRIVATA INC,technology,0001564590-16-021963,2016-08-03 00:00:00+00:00,,no_explicit_symbol_tag,impr-10q_20160630.htm,eea36d069ed7057cf72c178f9b636ec9db68698336c61f51c1e57f888c4d30f7
0001329919,"VOCUS, INC.",technology,0001193125-14-167701,2014-04-30 00:00:00+00:00,,no_explicit_symbol_tag,d704126d10q.htm,1da2a88404ce1ca340bbfff1262b537f00141b995aa65fd46704d27bd3599915
0001330421,BAZAARVOICE INC,technology,0001330421-17-000059,2017-11-29 00:00:00+00:00,,no_explicit_symbol_tag,bv1031201710-qq2.htm,55dcc9923cdbf11729a31121e78dc8fd6265f2b2a449292acea234a4a4c9a900
0001333513,"DEALERTRACK TECHNOLOGIES, INC",technology,0001144204-15-047853,2015-08-11 00:00:00+00:00,,no_explicit_symbol_tag,v417547_10q.htm,4d0e4f9b983cacfe016c4de388e0cb6ae7d9898837594c759d41bd9837ceed51
0001334478,"NCI, INC.",technology,0001193125-17-248818,2017-08-05 00:00:00+00:00,,no_explicit_symbol_tag,d423269d10q.htm,a96e5377e3b77a251608e65a80169c8e57c53322a4aab6c23bf1efc82ac1830c
0001348334,BARRACUDA NETWORKS INC,technology,0001628280-18-000227,2018-01-10 00:00:00+00:00,,no_explicit_symbol_tag,cuda-fy18xq3x10qx20171130.htm,30746db81da894371f880a32487fdf8f16409726466808a25fd5dee44c9baf58
0001349454,"TRULIA, INC.",technology,0001193125-15-070992,2015-03-03 00:00:00+00:00,,no_explicit_symbol_tag,d848960d10k.htm,f1c48b71f604e8b719741eb0f3b3a44c88ddcbe473493ab187429c1499c1f7c7
0001350684,"CHINA INFORMATION TECHNOLOGY, INC.",technology,0001062993-12-002666,2012-08-08 00:00:00+00:00,,no_explicit_symbol_tag,form10q.htm,16895280f2ec65a72b388e005566e6920234489c372f07ed2b359b4f7ccb71c8
0001355128,OCZ TECHNOLOGY GROUP INC,technology,0001193125-13-393190,2013-10-08 00:00:00+00:00,,no_explicit_symbol_tag,d451980d10q.htm,ba5668d45eb4198159a62aa1e0888b194af1cb8f71f7fd175abff633999233c9
0001357326,"RIVERBED TECHNOLOGY, INC.",technology,0001357326-15-000005,2015-02-14 00:00:00+00:00,,no_explicit_symbol_tag,rvbd-12312014x10k.htm,f089fdc49532c0d12878d855ad1b4d5d4d6ca3c24f96c75587aa93093e5f6d5a
0001358483,"EVERYDAY HEALTH, INC.",technology,0001571049-16-019644,2016-11-09 00:00:00+00:00,,no_explicit_symbol_tag,t1600679_10q.htm,7fb0e36cde1bc9015c4cecfcdbca1a9e38cc0ed633027fec5fc028cbae36b8e0
0001364962,IMPERVA INC,technology,0001564590-18-026885,2018-11-06 00:00:00+00:00,,no_explicit_symbol_tag,impv-10q_20180930.htm,163767b0410331004353fb787d4976a1d96bbf9f57d0b86f4799678854da7655
0001365038,LEAF GROUP LTD.,technology,0001558370-20-006264,2020-05-12 00:00:00+00:00,,no_explicit_symbol_tag,leaf-20200331x10q.htm,9031c0b4590d6629196d4316ecff7af07c3535a4bf0701b09548de1ba86caa41
0001366684,HOMEAWAY INC,technology,0001193125-15-370091,2015-11-07 00:00:00+00:00,,no_explicit_symbol_tag,d48679d10q.htm,3ea94f81d77781edc373ff5468717093b3c052f37d01e1c9661b9eea266fc316
0001370702,QUANTENNA COMMUNICATIONS INC,technology,0001370702-19-000014,2019-05-01 00:00:00+00:00,,no_explicit_symbol_tag,qtna-33119x10q.htm,0a31c5f6510a8afdfb2a5cc2949f9fe7ac2b9f83c904fc8f0d0de56f98944e83
0001372414,"AEROHIVE NETWORKS, INC",technology,0001372414-19-000065,2019-07-31 00:00:00+00:00,,no_explicit_symbol_tag,aerohiveq2201910-q.htm,4ca1df1868050fb21619fdbdf8891a6914721ac757979005a26cb7bbec6dafc7
0001372664,"COMVERGE, INC.",technology,0001372664-12-000022,2012-05-11 00:00:00+00:00,,no_explicit_symbol_tag,comv_2012331.htm,537946853af059e188e6282073f35e11c48558944a705eba236554adc50285c3
0001375557,"GUIDANCE SOFTWARE, INC.",technology,0001104659-17-049926,2017-08-08 00:00:00+00:00,,no_explicit_symbol_tag,a17-13359_110q.htm,ab28671c4eed870b2cbba8e1b5fb0a6146c828177274fd32c4d955b25a3df3ed
0001383729,"FUSION-IO, INC.",technology,0001193125-14-190067,2014-05-09 00:00:00+00:00,,no_explicit_symbol_tag,d697343d10q.htm,d2516fdd001b6fac9c724cae852098fbfd94d51eaad33188efcc725386f73e12
0001383871,"LIFELOCK, INC.",technology,0001628280-16-021047,2016-11-10 00:00:00+00:00,,no_explicit_symbol_tag,lock-20160930x10q.htm,b6c104ea233459fc865ac0841011c18fafbd430687550a40d229dc0e2feda157
0001388133,SHORETEL INC,technology,0001567619-17-001905,2017-09-09 00:00:00+00:00,,no_explicit_symbol_tag,h10046143x1_10k.htm,a415bb50fef02a00b588f7fad027bf267e57a9e3146725f2ae3a25827c7e3eba
0001389002,MARIN SOFTWARE INC,technology,0001564590-17-002964,2017-03-02 00:00:00+00:00,,no_explicit_symbol_tag,mrin-10k_20161231.htm,756c28383e305811737026191280d953b3322cd722badca63b4a01c9e0bbc780
0001392522,"FREESCALE SEMICONDUCTOR, LTD.",technology,0001392522-15-000020,2015-10-24 00:00:00+00:00,,no_explicit_symbol_tag,q3201510-q.htm,2d9980703e13c4d78250d0c675783d3e0c7d2a65969c0140fdda2131d63a66eb
0001394954,GT ADVANCED TECHNOLOGIES INC.,technology,0001445305-14-003496,2014-08-08 00:00:00+00:00,,no_explicit_symbol_tag,gtatq2cy2014-10q.htm,7f2616713b9da8658473e0f05c386c31c9689cc329a0ad4a739d72372017ba06
0001395848,ADESTO TECHNOLOGIES CORP,technology,0001558370-20-007683,2020-06-23 00:00:00+00:00,,no_explicit_symbol_tag,iots-20200331x10q.htm,e431f3f76564dd805a888a7b3429f42ee0add4710a65797022ecdcf243477ab0
0001400400,"DEMANDTEC, INC.",technology,0001104659-12-000939,2012-01-10 00:00:00+00:00,,no_explicit_symbol_tag,a11-31611_110q.htm,c99781f1582247f3c113560e3254d60a15dab8b2310edc4d872d2365045feb3f
0001402305,"SUCCESSFACTORS, INC.",technology,0001445305-12-000706,2012-03-17 00:00:00+00:00,,no_explicit_symbol_tag,sfsf-12311110k.htm,a30731b768db582d7c039b063c5f4a8009d003308936b3712159237cd5db9237
0001407190,VIOLIN MEMORY INC,technology,0001193125-16-621417,2016-06-15 00:00:00+00:00,,no_explicit_symbol_tag,d204781d10q.htm,a44c91955b6542dfeb89ed7cfca1c7e5d9804f5b6975d88930531ff8cfde9c52
0001407450,"CONVIO, INC.",technology,0001407450-12-000005,2012-03-10 00:00:00+00:00,,no_explicit_symbol_tag,cnvo10k.htm,df9308521a012a07a45ccb9d3623b690a2dfdb25657dec99dce64d406f247f46
0001410172,"RUBICON TECHNOLOGY, INC.",technology,0001193125-16-764417,2016-11-10 00:00:00+00:00,,no_explicit_symbol_tag,d334957d10q.htm,339a70479c6b5498df3c75249bd8e44c59330c316ec41b478b49fc250a82d09a
0001410240,"HUGHES TELEMATICS, INC.",technology,0001277423-12-000010,2012-05-11 00:00:00+00:00,,no_explicit_symbol_tag,hutc3311210q.htm,58ffc3fec1a27ed529a3399e6fd52eaf73d2c95b2041800b8488703ba9e64610
0001412043,"OPOWER, INC.",technology,0001193125-16-585572,2016-05-11 00:00:00+00:00,,no_explicit_symbol_tag,d334188d10q.htm,5cdbeb59a7c0d83c926acb21e3e93b0314e9994b1d78c0a35582bbf834167fe1
0001419625,APPTIO INC,technology,0001564590-18-025876,2018-11-01 00:00:00+00:00,,no_explicit_symbol_tag,apti-10q_20180930.htm,2cc084e3717f5c4b4c53d3dd76ff5d5e890c023f978f6e4978a63920a647bcb3
0001423542,"SKULLCANDY, INC.",technology,0001423542-16-000209,2016-08-10 00:00:00+00:00,,no_explicit_symbol_tag,skul-2016630x10q.htm,71ae8a48c8e55675d3fb42b9b7d3261ae15300c3ec94750777dcf777a1f27a7c
0001428669,"SOLARWINDS, INC.",technology,0001428669-15-000067,2015-11-10 00:00:00+00:00,,no_explicit_symbol_tag,swi-2015930x10q.htm,286ddc81d1f43ebef02296038761a6a67898c684efa6b0015e3b55634e40b473
0001433269,DILIGENT CORP,technology,0001047469-16-011110,2016-03-15 00:00:00+00:00,,no_explicit_symbol_tag,a2227754z10-k.htm,abef2ad8140e1ad2e4575850c4267c63e259fa1354122acc833ae9515a1fdb33
0001434388,"WONHE HIGH-TECH INTERNATIONAL, INC.",technology,0001213900-15-008875,2015-11-19 00:00:00+00:00,,no_explicit_symbol_tag,f10q0915_wonhehightechinter.htm,821e723c85b0518bf69e1b70fa863c6ae48fabbe6918cca418606aad2d2a4934
0001441634,AVAGO TECHNOLOGIES LTD,technology,0001441634-15-000089,2015-12-18 00:00:00+00:00,,no_explicit_symbol_tag,avgo-110115x10k.htm,7f781633d05818d9bedc2d14eef07f78524c1052cfd6038eb4afbbe4b4bd5b7d
0001449278,TUBEMOGUL INC,technology,0001564590-16-028687,2016-11-10 00:00:00+00:00,,no_explicit_symbol_tag,tube-10q_20160930.htm,30979eca5c8927c0f01dffe65ed895f500d523891e2ee075503ede37c60adfb6
0001452751,NIMBLE STORAGE INC,technology,0001193125-17-095656,2017-03-25 00:00:00+00:00,,no_explicit_symbol_tag,d302389d10k.htm,824722a211da05defbf888a2ebe9173d92c6da9787a4f05c676b94bfaff378ed
0001456455,"PFO GLOBAL, INC.",technology,0001437749-16-042037,2016-11-15 00:00:00+00:00,,no_explicit_symbol_tag,pfog20160830_10q.htm,619097113b41acc49da347ad6d6933d6b7ddee58a2637cebecc2bd5421e4fad1
0001458962,"MINDBODY, INC.",technology,0001458962-18-000009,2018-11-09 00:00:00+00:00,,no_explicit_symbol_tag,a2018-q3_10xq.htm,b106d264e21566df81a058aba007f227a67ba529ff6b4c4aa875c6f01e6d9576
0001462047,PRIME GLOBAL CAPITAL GROUP INC,technology,0001019687-15-003456,2015-09-15 00:00:00+00:00,,no_explicit_symbol_tag,primeglobal_10q-073115.htm,3fc4b490250be561011c8aa2f2e8b0755dfa187e70f7f7a5580370a6fc21780b
0001462633,"JIVE SOFTWARE, INC.",technology,0001628280-17-005334,2017-05-11 00:00:00+00:00,,no_explicit_symbol_tag,jive-03312017x10q.htm,b09b5563822f1ff0f1cfbd297cd5bc0d246a0af4ca2af224ac98c95b48a183a4
0001468516,AOL INC.,technology,0001468516-15-000012,2015-05-09 00:00:00+00:00,,no_explicit_symbol_tag,aol-2015331x10q.htm,98446c15ef529e47bd631f10a2daed9aeb38542512b7b823d5ad6952a8fa11d1
0001469433,ANCESTRY.COM INC.,technology,0001193125-12-443610,2012-11-01 00:00:00+00:00,,no_explicit_symbol_tag,d406111d10q.htm,c9e47098bd6ea4ec6f2472d274541c113475c952c62ab0b121e3df53b17f02dd
0001477200,ROCKET FUEL INC.,technology,0001477200-17-000101,2017-08-10 00:00:00+00:00,,no_explicit_symbol_tag,form10-qdocumentq22017with.htm,222740a560cff2cfd84ea574221c2b6d224b127503bb922d17e85c819df9bdc2
0001484504,GIGAMON INC.,technology,0001484504-17-000029,2017-11-04 00:00:00+00:00,,no_explicit_symbol_tag,gimo10-qxq32017.htm,c11438c28aacc2eb835facb916791ccb2e5cb480abfa941a90336277e249e6bb
0001487990,AEROFLEX HOLDING CORP.,technology,0001144204-14-028165,2014-05-08 00:00:00+00:00,,no_explicit_symbol_tag,v375612_10q.htm,0eaea148a684d5c25cb500e154d5b5cfbcaa0784943c01dd572b97a2d682e7e5
0001488075,"INTRALINKS HOLDINGS, INC.",technology,0001488075-16-000259,2016-11-03 00:00:00+00:00,,no_explicit_symbol_tag,il-20160930x10q.htm,8cfc26948c20a4b78d368ad4742189d6104a2ad56bef5e2fea97a65c7ae97471
0001490660,"MARKETO, INC.",technology,0001104659-16-136571,2016-08-04 00:00:00+00:00,,no_explicit_symbol_tag,a16-11504_110q.htm,ef9807a6899b6cace75631104574a1652142a88f8075bf4e22bc3201718d1bfb
0001495569,"MOTOROLA MOBILITY HOLDINGS, INC",technology,0001193125-12-201021,2012-05-02 00:00:00+00:00,,no_explicit_symbol_tag,d320667d10q.htm,f4fab3b2cfbd5d4df6e65cfb7cf5ddda4e30d127f1e07a6b8cbbd2bb61dcbde8
0001517650,"INTERACTIVE INTELLIGENCE GROUP, INC.",technology,0001517650-16-000260,2016-11-05 00:00:00+00:00,,no_explicit_symbol_tag,inin-2016930x10q.htm,e7c206c71d7931266a869ec4deb5feab3f112eccdba91e29c7b6df005be94fa8
0001518222,"BANKRATE, INC.",technology,0001562762-17-000122,2017-08-09 00:00:00+00:00,,no_explicit_symbol_tag,rate-20170630x10q.htm,db5965204ed9fb3ce4398d9f9e72bb500eabbc9b6f36a172be3dfe8ccaec4cea
0001524471,EXELIS INC.,technology,0001524471-15-000009,2015-05-07 00:00:00+00:00,,no_explicit_symbol_tag,xls-2015331x10q.htm,860b7a259e6fd46f128dd29b414d885fd5d12f89435d849916f0773c0a796c96
0001526160,FLEETMATICS GROUP PLC,technology,0001193125-16-760777,2016-11-08 00:00:00+00:00,,no_explicit_symbol_tag,d191784d10q.htm,b7acbc44f847793c33f96ee5d892221ce6f5a026a6e957c0be68485328e7157c
0001540400,E2OPEN INC,technology,0001193125-15-005393,2015-01-10 00:00:00+00:00,,no_explicit_symbol_tag,d825471d10q.htm,1bac94bd349e2e38a57e10dc441110e33bc28ff9522a36d99e492c969d809a7e
0001563699,COVISINT CORP,technology,0001563699-17-000011,2017-06-06 00:00:00+00:00,,no_explicit_symbol_tag,covs-2017331x10k.htm,d6aa3adfe447a22ef84750fa8f2556147317689540693683ac344ddc83d13c3c
0001565337,TEXTURA CORP,technology,0001565337-16-000164,2016-05-07 00:00:00+00:00,,no_explicit_symbol_tag,txtr033116-10q.htm,ddd739da15febd71e0230e19a52836b544c9095b25b13679d1c83615f7d629a5
0001566469,"NANTHEALTH, INC.",technology,0001566469-19-000054,2019-11-09 00:00:00+00:00,,no_explicit_symbol_tag,a0930201910-qq3.htm,e0d7c6469e08481556acfb0ea2d79d02a203afccc9949bc2259bc24762fd3afc
0001579910,RESONANT INC,technology,0001579910-20-000003,2020-03-14 00:00:00+00:00,,no_explicit_symbol_tag,resn20191231-10k.htm,6346a6d5dc41ce81e8fc244bb9a3e09aa5d57dcb079114229f4edabcb3fa1259
0001584754,"AKOUSTIS TECHNOLOGIES, INC.",technology,0001213900-20-010748,2020-05-02 00:00:00+00:00,,no_explicit_symbol_tag,f10q0320_akoustistech.htm,6f1a9815d6ecac2b26d2a387d54802432910aaf31e7c4ce20ecb317f98a0c179
0001585854,SUNEDISON SEMICONDUCTOR LTD,technology,0001585854-16-000138,2016-11-04 00:00:00+00:00,,no_explicit_symbol_tag,ssl-10xqx93016.htm,d9c369cd47b5110f1339a02ed44fb429d1bd074b6ab0dd78a4c92b79d77fdfcc
0001595262,"IMS HEALTH HOLDINGS, INC.",technology,0001564590-16-021700,2016-07-29 00:00:00+00:00,,no_explicit_symbol_tag,ims-10q_20160630.htm,78931cd3709e4351277e3fafd21ae31e2b08eccadd26a34a62bcc91be4f0feeb
0001610532,"HORTONWORKS, INC.",technology,0001193125-18-322738,2018-11-09 00:00:00+00:00,,no_explicit_symbol_tag,d608468d10q.htm,ae053813e5ac27dc1927f9a75ea1db03179178de5fdbefeb54099dea06d61171
0001626853,MAJESCO,technology,0001144204-18-006302,2018-02-08 00:00:00+00:00,,no_explicit_symbol_tag,tv484694_10q.htm,0ffbfe331d1256f9a53f48383c7e731c8f7884ea9c1a0c29ea43f01bb3a4836b
0001627014,"BLACK KNIGHT, INC.",technology,0001558370-23-017617,2023-11-04 00:00:00+00:00,,no_explicit_symbol_tag,bki-20230930x10q.htm,d1d40f203bf012079ca6c5dfecdab61991725d1aef05d13dbbdac7f02c68f0b4
0001645494,ARRIS INTERNATIONAL PLC,technology,0001144204-19-011641,2019-03-02 00:00:00+00:00,,no_explicit_symbol_tag,tv513982_10k.htm,96dae725a4101654b0e65c15ebe8e29bb63778f5f1bf46996f400b3245661d77
0001646383,CSRA INC.,technology,0001646383-18-000010,2018-02-08 00:00:00+00:00,,no_explicit_symbol_tag,csrafy18q310-q.htm,0fdc1524cfd4ef60575ffcba2db5b1eabce0a78a73b41ffacb38216b967eb62c
0001649338,BROADCOM LTD,technology,0001649338-18-000027,2018-03-16 00:00:00+00:00,,no_explicit_symbol_tag,avgo-02042018x10q.htm,d9625ba0e2c190e12d886398ffe9417c167e4d7078b59e08ac85187690dd4f43
0001665658,"COMMERCEHUB, INC.",technology,0001665658-18-000036,2018-05-09 00:00:00+00:00,,no_explicit_symbol_tag,commercehub-033118x10q.htm,7777837e6eb9d82ad94e6fff3430ec6c7cc00b0e49448c8d61694c13b063432b
0000002178,"ADAMS RESOURCES & ENERGY, INC.",energy,0000002178-24-000096,2024-11-13 00:00:00+00:00,AE,xbrl_symbol_recovered,ae-20240930.htm,819d91c162cadc8b9e5745500d8ca52b4746f2f22dd4902cd04466d499394ab5
0000004447,HESS CORP,energy,0001628280-25-023790,2025-05-09 00:00:00+00:00,HES,xbrl_symbol_recovered,hes-20250331.htm,356f2deef1b4f30e4e58f197f5213de75ca7bd123a7d5268b06b19bdd036b889
0000007039,TRECORA RESOURCES,energy,0000007039-22-000041,2022-05-06 00:00:00+00:00,TREC,xbrl_symbol_recovered,trec-20220331.htm,c35e893fa82bbab5b9efb47dd41a8e3f98f27f3e763e77581724829ea8f44f9e
0000007332,SOUTHWESTERN ENERGY CO,energy,0000007332-24-000028,2024-08-02 00:00:00+00:00,SWN,xbrl_symbol_recovered,swn-20240630.htm,1051756b0efbbce3bb1992fc8cd6d7983f030c0b24197d6b9166a3abbab5083a
0000010254,EARTHSTONE ENERGY INC,energy,0000010254-23-000198,2023-11-01 00:00:00+00:00,ESTE,xbrl_symbol_recovered,este-20230930.htm,9fec0eee142148977530f1e0fd19f4e34845c7588f65d2583a7a1eef5f430714
0000034088,EXXON MOBIL CORP,energy,0000034088-26-000045,2026-02-19 00:00:00+00:00,XOM|XOM28|XOM32|XOM39A,xbrl_symbol_recovered,xom-20251231.htm,3591db2246ab14c52465d32f69b459b000919c141a5656c81cf59acf0a805be8
0000048039,HOLLYFRONTIER CORP,energy,0000048039-22-000014,2022-02-24 00:00:00+00:00,HFC,xbrl_symbol_recovered,hfc-20211231.htm,288f05a4307a702a975b2e12f7872c4dd554d2d93fd0e4bf7b4f9e795ba1a99b
