Date,Ticker,signal_value_observed,signal_name,source,frequency,lag_periods,research_only,notes,signal_value_tradable
2022-07-01,VTV,-0.15073892576288592,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.11882160458736005
2022-07-08,VTV,-0.18254361124501417,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.15073892576288592
2022-07-15,VTV,-0.19592723281777683,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.18254361124501417
2022-07-22,VTV,-0.1031441196797345,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.19592723281777683
2022-07-29,VTV,-0.052248442307946036,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.1031441196797345
2022-08-05,VTV,-0.09210877914176756,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.052248442307946036
2022-08-12,VTV,-0.014579504087673485,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.09210877914176756
2022-08-19,VTV,0.004118677902806882,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.014579504087673485
2022-08-26,VTV,-0.06065459335645671,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.004118677902806882
2022-09-02,VTV,-0.10300228300961954,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.06065459335645671
2022-09-09,VTV,-0.01775198849971739,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.10300228300961954
2022-09-16,VTV,-0.13607505839822173,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.01775198849971739
2022-09-23,VTV,-0.22175591119625432,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.13607505839822173
2022-09-30,VTV,-0.23999816895101472,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.22175591119625432
2022-10-07,VTV,-0.22069124038726554,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.23999816895101472
2022-10-14,VTV,-0.20620746361584222,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.22069124038726554
2022-10-21,VTV,-0.12434593879065428,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.20620746361584222
2022-10-28,VTV,-0.003304724091570821,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.12434593879065428
2022-11-04,VTV,-0.030641081883120015,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.003304724091570821
2022-11-11,VTV,0.040210812541157236,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.030641081883120015
2022-11-18,VTV,0.07565193793935862,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.040210812541157236
2022-11-25,VTV,0.018497309833238846,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.07565193793935862
2022-12-02,VTV,0.05384665118163,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.018497309833238846
2022-12-09,VTV,0.07892566883348952,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.05384665118163
2022-12-16,VTV,0.18221498586522827,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.07892566883348952
2022-12-23,VTV,0.11798455573586625,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.18221498586522827
2022-12-30,VTV,0.12823743182162667,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.11798455573586625
2023-01-06,VTV,0.1667132733896781,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.12823743182162667
2023-01-13,VTV,0.19404774072834716,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.1667132733896781
2023-01-20,VTV,0.12393453403193072,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.19404774072834716
2023-01-27,VTV,0.09321956279967604,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.12393453403193072
2023-02-03,VTV,0.11352610721718462,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.09321956279967604
2023-02-10,VTV,0.04454400851680451,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.11352610721718462
2023-02-17,VTV,0.04518388661596329,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.04454400851680451
2023-02-24,VTV,0.06404530327022512,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.04518388661596329
2023-03-03,VTV,0.14821000275858823,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.06404530327022512
2023-03-10,VTV,-0.02513111181151641,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.14821000275858823
2023-03-17,VTV,0.01760356544411504,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.02513111181151641
2023-03-24,VTV,0.14874270568007972,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.01760356544411504
2023-03-31,VTV,0.2953434320601229,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.14874270568007972
2023-04-07,VTV,0.26930619270315376,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.2953434320601229
2023-04-14,VTV,0.28407745026898584,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.26930619270315376
2023-04-21,VTV,0.2035920348369224,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.28407745026898584
2023-04-28,VTV,0.07996603384794171,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.2035920348369224
2023-05-05,VTV,0.05275587951671317,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.07996603384794171
2023-05-12,VTV,-0.07152556094575202,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.05275587951671317
2023-05-19,VTV,-0.05813343342327163,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.07152556094575202
2023-05-26,VTV,-0.1514549779621682,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.05813343342327163
2023-06-02,VTV,-0.11220998129355116,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.1514549779621682
2023-06-09,VTV,-0.0027480784180956047,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.11220998129355116
2023-06-16,VTV,0.09878032162350818,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.0027480784180956047
2023-06-23,VTV,0.005759064662665638,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.09878032162350818
2023-06-30,VTV,0.0685946826091759,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.005759064662665638
2023-07-07,VTV,-0.022705300421978172,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.0685946826091759
2023-07-14,VTV,0.00247274852288133,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.022705300421978172
2023-07-21,VTV,0.12647779607132187,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.00247274852288133
2023-07-28,VTV,0.09710650307797639,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.12647779607132187
2023-08-04,VTV,0.050441632829283864,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.09710650307797639
2023-08-11,VTV,0.06614911700335328,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.050441632829283864
2023-08-18,VTV,0.014557362397581736,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.06614911700335328
2023-08-25,VTV,0.06515274278886604,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.014557362397581736
2023-09-01,VTV,0.07430632395668449,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.06515274278886604
2023-09-08,VTV,0.20761869576660386,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.07430632395668449
2023-09-15,VTV,0.28624666948977856,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.20761869576660386
2023-09-22,VTV,0.18023428025534685,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.28624666948977856
2023-09-29,VTV,0.03647293978651742,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.18023428025534685
2023-10-06,VTV,-0.024872288764675912,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.03647293978651742
2023-10-13,VTV,-0.029184655930421313,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.024872288764675912
2023-10-20,VTV,-0.07483848571004617,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.029184655930421313
2023-10-27,VTV,-0.13797343720786623,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.07483848571004617
2023-11-03,VTV,0.03597714798436986,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.13797343720786623
2023-11-10,VTV,0.04669283261352723,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.03597714798436986
2023-11-17,VTV,0.09076443188120184,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.04669283261352723
2023-11-24,VTV,0.15120893091782986,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.09076443188120184
2023-12-01,VTV,0.1437418538404479,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.15120893091782986
2023-12-08,VTV,0.11161345013012966,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.1437418538404479
2023-12-15,VTV,0.1389917446545191,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.11161345013012966
2023-12-22,VTV,0.21323666105678243,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.1389917446545191
2023-12-29,VTV,0.1741620910814654,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.21323666105678243
2024-01-05,VTV,0.2160380377934887,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.1741620910814654
2024-01-12,VTV,0.16936365362865152,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.2160380377934887
2024-01-19,VTV,0.09884117016655337,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.16936365362865152
2024-01-26,VTV,0.12846996548395948,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.09884117016655337
2024-02-02,VTV,0.19698869267163654,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.12846996548395948
2024-02-09,VTV,0.1867149501868343,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.19698869267163654
2024-02-16,VTV,0.29394624111393536,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.1867149501868343
2024-02-23,VTV,0.34577724662773757,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.29394624111393536
2024-03-01,VTV,0.3235514201624223,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.34577724662773757
2024-03-08,VTV,0.387923336252328,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.3235514201624223
2024-03-15,VTV,0.37740134205261494,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.387923336252328
2024-03-22,VTV,0.5240491479252742,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.37740134205261494
2024-03-29,VTV,0.6232830071322342,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.5240491479252742
2024-04-05,VTV,0.6217816009938965,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.6232830071322342
2024-04-12,VTV,0.46010011811582585,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.6217816009938965
2024-04-19,VTV,0.5370337592934374,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.46010011811582585
2024-04-26,VTV,0.6956920301998093,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.5370337592934374
2024-05-03,VTV,0.5971833938196817,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.6956920301998093
2024-05-10,VTV,0.6894224111840358,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.5971833938196817
2024-05-17,VTV,0.6707982151178501,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.6894224111840358
2024-05-24,VTV,0.5372716990040864,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.6707982151178501
2024-05-31,VTV,0.5063038431735009,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.5372716990040864
2024-06-07,VTV,0.4915035694082754,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.5063038431735009
2024-06-14,VTV,0.40276923785399094,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.4915035694082754
2024-06-21,VTV,0.4152845144180648,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.40276923785399094
2024-06-28,VTV,0.3751211594410407,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.4152845144180648
2024-07-05,VTV,0.36948495191790365,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.3751211594410407
2024-07-12,VTV,0.44873451038958895,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.36948495191790365
2024-07-19,VTV,0.4682105030213874,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.44873451038958895
2024-07-26,VTV,0.4642459677956506,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.4682105030213874
2024-08-02,VTV,0.3320889372031386,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.4642459677956506
2024-08-09,VTV,0.31905429183372525,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.3320889372031386
2024-08-16,VTV,0.3678083688543694,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.31905429183372525
2024-08-23,VTV,0.3704857315096904,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.3678083688543694
2024-08-30,VTV,0.39166552572752994,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.3704857315096904
2024-09-06,VTV,0.22538589793050381,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.39166552572752994
2024-09-13,VTV,0.2802574426987863,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.22538589793050381
2024-09-20,VTV,0.266339362420213,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.2802574426987863
2024-09-27,VTV,0.24609199072521895,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.266339362420213
2024-10-04,VTV,0.31480459806985356,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.24609199072521895
2024-10-11,VTV,0.47092561441875097,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.31480459806985356
2024-10-18,VTV,0.5004971342069567,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.47092561441875097
2024-10-25,VTV,0.35374491482845005,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.5004971342069567
2024-11-01,VTV,0.32085082483706895,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.35374491482845005
2024-11-08,VTV,0.35399214257670075,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.32085082483706895
2024-11-15,VTV,0.2611296974370619,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.35399214257670075
2024-11-22,VTV,0.38369103374071606,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.2611296974370619
2024-11-29,VTV,0.4003499469214584,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.38369103374071606
2024-12-06,VTV,0.3384602000297434,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.4003499469214584
2024-12-13,VTV,0.27411000671900404,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.3384602000297434
2024-12-20,VTV,0.15899232058025686,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.27411000671900404
2024-12-27,VTV,0.18650836326212517,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.15899232058025686
2025-01-03,VTV,0.18242723955045315,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.18650836326212517
