cik10,company_name_as_filed,sector,current_tickers,current_exchanges,has_current_sec_ticker,identity_status
0001121142,MAXAR TECHNOLOGIES INC.,technology,,,False,former_or_unmapped
0001122342,ALLIANCE FIBER OPTIC PRODUCTS INC,technology,,,False,former_or_unmapped
0001122388,ELLIE MAE INC,technology,,,False,former_or_unmapped
0001122897,CVENT INC,technology,,,False,former_or_unmapped
0001124610,"VMWARE, INC.",technology,,,False,former_or_unmapped
0001124804,VERADIGM INC.,technology,,,False,former_or_unmapped
0001129260,"VOCERA COMMUNICATIONS, INC.",technology,,,False,former_or_unmapped
0001130258,ACME PACKET INC,technology,,,False,former_or_unmapped
0001130866,HITTITE MICROWAVE CORP,technology,,,False,former_or_unmapped
0001131554,SYNCHRONOSS TECHNOLOGIES INC,technology,,,False,former_or_unmapped
0001134203,TALEO CORP,technology,,,False,former_or_unmapped
0001135711,NETLOGIC MICROSYSTEMS INC,technology,,,False,former_or_unmapped
0001137204,"HIPCRICKET, INC.",technology,,,False,former_or_unmapped
0001138639,INFINERA CORP,technology,,,False,former_or_unmapped
0001138830,AUTHENTEC INC,technology,,,False,former_or_unmapped
0001141107,ARRIS GROUP INC,technology,,,False,former_or_unmapped
0001141982,COOPER INDUSTRIES PLC,technology,,,False,former_or_unmapped
0001142701,UNITED ONLINE INC,technology,,,False,former_or_unmapped
0001145057,"FORESCOUT TECHNOLOGIES, INC",technology,,,False,former_or_unmapped
0001157780,OPNEXT INC,technology,,,False,former_or_unmapped
0001160951,"DUCK CREEK TECHNOLOGIES, INC.",technology,,,False,former_or_unmapped
0001160958,INPHI CORP,technology,,,False,former_or_unmapped
0001163932,ACTIVE NETWORK INC,technology,,,False,former_or_unmapped
0001165231,"PROCERA NETWORKS, INC.",technology,,,False,former_or_unmapped
0001166388,VERINT SYSTEMS INC,technology,,,False,former_or_unmapped
0001167294,MERU NETWORKS INC,technology,,,False,former_or_unmapped
0001168195,SOURCEFIRE INC,technology,,,False,former_or_unmapped
0001169445,"TRUBRIDGE, INC.",technology,,,False,former_or_unmapped
0001169652,CHANNELADVISOR CORP,technology,,,False,former_or_unmapped
0001169987,"HTG MOLECULAR DIAGNOSTICS, INC",technology,,,False,former_or_unmapped
0001170534,MITEL NETWORKS CORP,technology,,,False,former_or_unmapped
0001171012,UNI-PIXEL,technology,,,False,former_or_unmapped
0001173752,"ARUBA NETWORKS, INC.",technology,,,False,former_or_unmapped
0001175609,"CAVIUM, INC.",technology,,,False,former_or_unmapped
0001180079,SILVER SPRING NETWORKS INC,technology,,,False,former_or_unmapped
0001182325,TANGOE INC,technology,,,False,former_or_unmapped
0001201663,AUDIENCE INC,technology,,,False,former_or_unmapped
0001207074,VIRTUSA CORP,technology,,,False,former_or_unmapped
0001210618,"SPI ENERGY CO., LTD.",technology,,,False,former_or_unmapped
0001211759,CONNECTURE INC,technology,,,False,former_or_unmapped
0001212458,PROOFPOINT INC,technology,,,False,former_or_unmapped
0001223862,INFOBLOX INC,technology,,,False,former_or_unmapped
0001224370,"MINDSPEED TECHNOLOGIES, INC",technology,,,False,former_or_unmapped
0001226308,"DTS, INC.",technology,,,False,former_or_unmapped
0001227025,NEOPHOTONICS CORP,technology,,,False,former_or_unmapped
0001227930,ENTROPIC COMMUNICATIONS INC,technology,,,False,former_or_unmapped
0001237746,"ENDURANCE INTERNATIONAL GROUP HOLDINGS, INC.",technology,,,False,former_or_unmapped
0001244937,ENERNOC INC,technology,,,False,former_or_unmapped
0001254419,MEDASSETS INC,technology,,,False,former_or_unmapped
0001259515,CONTROL4 CORP,technology,,,False,former_or_unmapped
0001261694,TESSERA TECHNOLOGIES INC,technology,,,False,former_or_unmapped
0001271024,LINKEDIN CORP,technology,,,False,former_or_unmapped
0001286225,"REALPAGE, INC.",technology,,,False,former_or_unmapped
0001288776,GOOGLE INC.,technology,,,False,former_or_unmapped
0001294016,RUCKUS WIRELESS INC,technology,,,False,former_or_unmapped
0001294924,INVENSENSE INC,technology,,,False,former_or_unmapped
0001301031,DEMANDWARE INC,technology,,,False,former_or_unmapped
0001301843,QUANTUM SOLAR POWER CORP.,technology,,,False,former_or_unmapped
0001303652,TABLEAU SOFTWARE INC,technology,,,False,former_or_unmapped
0001305294,QLIK TECHNOLOGIES INC,technology,,,False,former_or_unmapped
0001311241,INTERMOLECULAR INC,technology,,,False,former_or_unmapped
0001312073,"VERIFONE SYSTEMS, INC.",technology,,,False,former_or_unmapped
0001313275,BRIGHTCOVE INC,technology,,,False,former_or_unmapped
0001313911,RALLY SOFTWARE DEVELOPMENT CORP,technology,,,False,former_or_unmapped
0001314223,"AMBER ROAD, INC.",technology,,,False,former_or_unmapped
0001316016,AQUANTIA CORP,technology,,,False,former_or_unmapped
0001316360,IHS INC.,technology,,,False,former_or_unmapped
0001316625,SILICON GRAPHICS INTERNATIONAL CORP,technology,,,False,former_or_unmapped
0001322554,XACTLY CORP,technology,,,False,former_or_unmapped
0001322705,SPANSION INC.,technology,,,False,former_or_unmapped
0001324245,"SOLERA HOLDINGS, INC",technology,,,False,former_or_unmapped
0001324772,APIGEE CORP,technology,,,False,former_or_unmapped
0001327318,"TRUECAR, INC.",technology,,,False,former_or_unmapped
0001327471,REALD INC.,technology,,,False,former_or_unmapped
0001328015,IMPRIVATA INC,technology,,,False,former_or_unmapped
0001329919,"VOCUS, INC.",technology,,,False,former_or_unmapped
0001330421,BAZAARVOICE INC,technology,,,False,former_or_unmapped
0001333513,"DEALERTRACK TECHNOLOGIES, INC",technology,,,False,former_or_unmapped
0001333835,CASA SYSTEMS INC,technology,,,False,former_or_unmapped
0001334478,"NCI, INC.",technology,,,False,former_or_unmapped
0001340127,CARBONITE INC,technology,,,False,former_or_unmapped
0001348036,"AVALARA, INC.",technology,,,False,former_or_unmapped
0001348334,BARRACUDA NETWORKS INC,technology,,,False,former_or_unmapped
0001349454,"TRULIA, INC.",technology,,,False,former_or_unmapped
0001350684,"CHINA INFORMATION TECHNOLOGY, INC.",technology,,,False,former_or_unmapped
0001351285,ROSETTA STONE INC,technology,,,False,former_or_unmapped
0001353283,SPLUNK INC,technology,,,False,former_or_unmapped
0001355128,OCZ TECHNOLOGY GROUP INC,technology,,,False,former_or_unmapped
0001355754,INSTRUCTURE INC,technology,,,False,former_or_unmapped
0001356104,"MELLANOX TECHNOLOGIES, LTD.",technology,,,False,former_or_unmapped
0001357326,"RIVERBED TECHNOLOGY, INC.",technology,,,False,former_or_unmapped
0001358483,"EVERYDAY HEALTH, INC.",technology,,,False,former_or_unmapped
0001364962,IMPERVA INC,technology,,,False,former_or_unmapped
0001365038,LEAF GROUP LTD.,technology,,,False,former_or_unmapped
0001366246,GLU MOBILE INC,technology,,,False,former_or_unmapped
0001366561,SMARTSHEET INC,technology,,,False,former_or_unmapped
0001366684,HOMEAWAY INC,technology,,,False,former_or_unmapped
0001370702,QUANTENNA COMMUNICATIONS INC,technology,,,False,former_or_unmapped
0001370880,"MANDIANT, INC.",technology,,,False,former_or_unmapped
0001372414,"AEROHIVE NETWORKS, INC",technology,,,False,former_or_unmapped
0001372664,"COMVERGE, INC.",technology,,,False,former_or_unmapped
0001375557,"GUIDANCE SOFTWARE, INC.",technology,,,False,former_or_unmapped
0001378125,TOGA LTD,technology,,,False,former_or_unmapped
0001383729,"FUSION-IO, INC.",technology,,,False,former_or_unmapped
0001383871,"LIFELOCK, INC.",technology,,,False,former_or_unmapped
0001385292,MONOTYPE IMAGING HOLDINGS INC.,technology,,,False,former_or_unmapped
0001385867,COUPA SOFTWARE INC,technology,,,False,former_or_unmapped
0001388133,SHORETEL INC,technology,,,False,former_or_unmapped
0001389002,MARIN SOFTWARE INC,technology,,,False,former_or_unmapped
0001392522,"FREESCALE SEMICONDUCTOR, LTD.",technology,,,False,former_or_unmapped
0001392972,"PROS HOLDINGS, INC.",technology,,,False,former_or_unmapped
0001394954,GT ADVANCED TECHNOLOGIES INC.,technology,,,False,former_or_unmapped
0001395848,ADESTO TECHNOLOGIES CORP,technology,,,False,former_or_unmapped
0001400400,"DEMANDTEC, INC.",technology,,,False,former_or_unmapped
0001401680,CORNERSTONE ONDEMAND INC,technology,,,False,former_or_unmapped
0001402305,"SUCCESSFACTORS, INC.",technology,,,False,former_or_unmapped
0001407190,VIOLIN MEMORY INC,technology,,,False,former_or_unmapped
0001407450,"CONVIO, INC.",technology,,,False,former_or_unmapped
0001408278,"SYNACOR, INC.",technology,,,False,former_or_unmapped
0001410172,"RUBICON TECHNOLOGY, INC.",technology,,,False,former_or_unmapped
0001410240,"HUGHES TELEMATICS, INC.",technology,,,False,former_or_unmapped
0001412043,"OPOWER, INC.",technology,,,False,former_or_unmapped
0001418091,"TWITTER, INC.",technology,,,False,former_or_unmapped
0001418100,AVAYA HOLDINGS CORP.,technology,,,False,former_or_unmapped
0001419625,APPTIO INC,technology,,,False,former_or_unmapped
0001420302,"LOGMEIN, INC.",technology,,,False,former_or_unmapped
0001423542,"SKULLCANDY, INC.",technology,,,False,former_or_unmapped
0001423774,ZUORA INC,technology,,,False,former_or_unmapped
0001428669,"SOLARWINDS, INC.",technology,,,False,former_or_unmapped
0001431959,META MATERIALS INC.,technology,,,False,former_or_unmapped
0001433269,DILIGENT CORP,technology,,,False,former_or_unmapped
0001433714,"CASTLIGHT HEALTH, INC.",technology,,,False,former_or_unmapped
0001434388,"WONHE HIGH-TECH INTERNATIONAL, INC.",technology,,,False,former_or_unmapped
0001437352,"EVERBRIDGE, INC.",technology,,,False,former_or_unmapped
0001438231,DIGIMARC CORP,technology,,,False,former_or_unmapped
0001439404,ZYNGA INC,technology,,,False,former_or_unmapped
0001441634,AVAGO TECHNOLOGIES LTD,technology,,,False,former_or_unmapped
0001447599,"FITBIT, INC.",technology,,,False,former_or_unmapped
0001448056,"NEW RELIC, INC.",technology,,,False,former_or_unmapped
0001449278,TUBEMOGUL INC,technology,,,False,former_or_unmapped
0001452751,NIMBLE STORAGE INC,technology,,,False,former_or_unmapped
0001453814,"MEDIDATA SOLUTIONS, INC.",technology,,,False,former_or_unmapped
0001456455,"PFO GLOBAL, INC.",technology,,,False,former_or_unmapped
0001458962,"MINDBODY, INC.",technology,,,False,former_or_unmapped
0001459417,"2U, INC.",technology,,,False,former_or_unmapped
0001462047,PRIME GLOBAL CAPITAL GROUP INC,technology,,,False,former_or_unmapped
0001462633,"JIVE SOFTWARE, INC.",technology,,,False,former_or_unmapped
0001463172,"ZENDESK, INC.",technology,,,False,former_or_unmapped
0001468516,AOL INC.,technology,,,False,former_or_unmapped
0001468666,SECUREWORKS CORP,technology,,,False,former_or_unmapped
0001469433,ANCESTRY.COM INC.,technology,,,False,former_or_unmapped
0001470099,"MOBILEIRON, INC.",technology,,,False,former_or_unmapped
0001474439,"TELENAV, INC.",technology,,,False,former_or_unmapped
0001475115,"EVENTBRITE, INC.",technology,,,False,former_or_unmapped
0001477200,ROCKET FUEL INC.,technology,,,False,former_or_unmapped
0001484504,GIGAMON INC.,technology,,,False,former_or_unmapped
0001487101,KEYW HOLDING CORP,technology,,,False,former_or_unmapped
0001487990,AEROFLEX HOLDING CORP.,technology,,,False,former_or_unmapped
0001488075,"INTRALINKS HOLDINGS, INC.",technology,,,False,former_or_unmapped
0001490660,"MARKETO, INC.",technology,,,False,former_or_unmapped
0001495569,"MOTOROLA MOBILITY HOLDINGS, INC",technology,,,False,former_or_unmapped
0001496963,"SQUARESPACE, INC.",technology,,,False,former_or_unmapped
0001506439,"SHARPSPRING, INC.",technology,,,False,former_or_unmapped
0001517650,"INTERACTIVE INTELLIGENCE GROUP, INC.",technology,,,False,former_or_unmapped
0001518222,"BANKRATE, INC.",technology,,,False,former_or_unmapped
0001524471,EXELIS INC.,technology,,,False,former_or_unmapped
0001526160,FLEETMATICS GROUP PLC,technology,,,False,former_or_unmapped
0001535379,"CLOUDERA, INC.",technology,,,False,former_or_unmapped
0001540184,"MEDALLIA, INC.",technology,,,False,former_or_unmapped
0001540400,E2OPEN INC,technology,,,False,former_or_unmapped
0001540755,"ANAPLAN, INC.",technology,,,False,former_or_unmapped
0001543916,"FORGEROCK, INC.",technology,,,False,former_or_unmapped
0001556898,"TECHPOINT, INC.",technology,,,False,former_or_unmapped
0001563699,COVISINT CORP,technology,,,False,former_or_unmapped
0001565337,TEXTURA CORP,technology,,,False,former_or_unmapped
0001566469,"NANTHEALTH, INC.",technology,,,False,former_or_unmapped
0001575189,"MATCH GROUP, INC.",technology,,,False,former_or_unmapped
0001576169,"BENEFITFOCUS, INC.",technology,,,False,former_or_unmapped
0001576914,MIX TELEMATICS LTD,technology,,,False,former_or_unmapped
0001579910,RESONANT INC,technology,,,False,former_or_unmapped
0001584754,"AKOUSTIS TECHNOLOGIES, INC.",technology,,,False,former_or_unmapped
0001585854,SUNEDISON SEMICONDUCTOR LTD,technology,,,False,former_or_unmapped
0001595262,"IMS HEALTH HOLDINGS, INC.",technology,,,False,former_or_unmapped
0001598014,IHS MARKIT LTD.,technology,,,False,former_or_unmapped
0001606745,"LIBERTY TRIPADVISOR HOLDINGS, INC.",technology,,,False,former_or_unmapped
0001610532,"HORTONWORKS, INC.",technology,,,False,former_or_unmapped
0001619954,"INOVALON HOLDINGS, INC.",technology,,,False,former_or_unmapped
0001626853,MAJESCO,technology,,,False,former_or_unmapped
0001627014,"BLACK KNIGHT, INC.",technology,,,False,former_or_unmapped
0001627857,"SAILPOINT TECHNOLOGIES HOLDINGS, INC.",technology,,,False,former_or_unmapped
0001628945,CUE HEALTH INC.,technology,,,False,former_or_unmapped
0001631825,"PRESIDIO, INC.",technology,,,False,former_or_unmapped
0001643269,"SUMO LOGIC, INC.",technology,,,False,former_or_unmapped
0001644675,MIMECAST LTD,technology,,,False,former_or_unmapped
0001645070,STERLING CHECK CORP.,technology,,,False,former_or_unmapped
0001645494,ARRIS INTERNATIONAL PLC,technology,,,False,former_or_unmapped
0001646383,CSRA INC.,technology,,,False,former_or_unmapped
0001649338,BROADCOM LTD,technology,,,False,former_or_unmapped
0001651235,"ACACIA COMMUNICATIONS, INC.",technology,,,False,former_or_unmapped
0001665658,"COMMERCEHUB, INC.",technology,,,False,former_or_unmapped
0001668105,TALEND S.A.,technology,,,False,former_or_unmapped
0001679826,PING IDENTITY HOLDING CORP.,technology,,,False,former_or_unmapped
0001682325,GTY TECHNOLOGY HOLDINGS INC.,technology,,,False,former_or_unmapped
0001689657,"BERKELEY LIGHTS, INC.",technology,,,False,former_or_unmapped
0001689923,"ALTERYX, INC.",technology,,,False,former_or_unmapped
0001690666,XPERI CORP,technology,,,False,former_or_unmapped
0001699838,"CONFLUENT, INC.",technology,,,False,former_or_unmapped
0001701040,CISION LTD.,technology,,,False,former_or_unmapped
0001701732,ALTAIR ENGINEERING INC.,technology,,,False,former_or_unmapped
0001710583,"SWITCH, INC.",technology,,,False,former_or_unmapped
0001713952,"VIVINT SMART HOME, INC.",technology,,,False,former_or_unmapped
0001719489,"KALEYRA, INC.",technology,,,False,former_or_unmapped
0001720671,"HASHICORP, INC.",technology,,,False,former_or_unmapped
0001721947,JAMF HOLDING CORP.,technology,,,False,former_or_unmapped
0001723648,"LIVEVOX HOLDINGS, INC.",technology,,,False,former_or_unmapped
0001724570,DATTO HOLDING CORP.,technology,,,False,former_or_unmapped
0001724670,PERSPECTA INC.,technology,,,False,former_or_unmapped
0001725057,"DAYFORCE, INC.",technology,,,False,former_or_unmapped
0001725579,"PLURALSIGHT, INC.",technology,,,False,former_or_unmapped
0001735858,FAR POINT ACQUISITION CORP,technology,,,False,former_or_unmapped
0001739936,MOMENTIVE GLOBAL INC.,technology,,,False,former_or_unmapped
0001739942,SOLARWINDS CORP,technology,,,False,former_or_unmapped
0001747748,QUALTRICS INTERNATIONAL INC.,technology,,,False,former_or_unmapped
0001756497,CHANGE HEALTHCARE INC.,technology,,,False,former_or_unmapped
0001760717,SCIPLAY CORP,technology,,,False,former_or_unmapped
0001764925,"SLACK TECHNOLOGIES, INC.",technology,,,False,former_or_unmapped
0001774155,BTRS HOLDINGS INC.,technology,,,False,former_or_unmapped
0001783317,MCAFEE CORP.,technology,,,False,former_or_unmapped
0001794905,"CYXTERA TECHNOLOGIES, INC.",technology,,,False,former_or_unmapped
0001799332,GAN LTD,technology,,,False,former_or_unmapped
0001800347,"E2OPEN PARENT HOLDINGS, INC.",technology,,,False,former_or_unmapped
0001819394,"MATTERPORT, INC./DE",technology,,,False,former_or_unmapped
0001823882,AIRSPAN NETWORKS HOLDINGS INC.,technology,,,False,former_or_unmapped
0001827075,CVENT HOLDING CORP.,technology,,,False,former_or_unmapped
0001831840,"SEMRUSH HOLDINGS, INC.",technology,,,False,former_or_unmapped
0001834494,"MERIDIANLINK, INC.",technology,,,False,former_or_unmapped
0001835378,INNOVID CORP.,technology,,,False,former_or_unmapped
0001835591,VIZIO HOLDING CORP.,technology,,,False,former_or_unmapped
0001835681,"POWERSCHOOL HOLDINGS, INC.",technology,,,False,former_or_unmapped
0001837686,"VIMEO, INC.",technology,,,False,former_or_unmapped
0001838672,"ADTHEORENT HOLDING COMPANY, INC.",technology,,,False,former_or_unmapped
0001839439,"PAYCOR HCM, INC.",technology,,,False,former_or_unmapped
0001841804,"INSTRUCTURE HOLDINGS, INC.",technology,,,False,former_or_unmapped
0001842718,INTEGRAL AD SCIENCE HOLDING CORP.,technology,,,False,former_or_unmapped
0001845022,"COUCHBASE, INC.",technology,,,False,former_or_unmapped
0001856430,SNAP ONE HOLDINGS CORP.,technology,,,False,former_or_unmapped
0001858257,"AVIDXCHANGE HOLDINGS, INC.",technology,,,False,former_or_unmapped
0001863105,"ENGAGESMART, INC.",technology,,,False,former_or_unmapped
0001866368,"CLEARWATER ANALYTICS HOLDINGS, INC.",technology,,,False,former_or_unmapped
0001866550,"THOUGHTWORKS HOLDING, INC.",technology,,,False,former_or_unmapped
0001868778,INFORMATICA INC.,technology,,,False,former_or_unmapped
0001868912,"ENFUSION, INC.",technology,,,False,former_or_unmapped
0001889956,"ONESTREAM, INC.",technology,,,False,former_or_unmapped
0001897982,"ASPEN TECHNOLOGY, INC.",technology,,,False,former_or_unmapped
